time,APCP_surface,DLWRF_surface,DSWRF_surface,PRES_surface,SPFH_2maboveground,TMP_2maboveground,UGRD_10maboveground,VGRD_10maboveground,precip_rate,TMP_ground_surface
2009/06/20 11:00:00,0.0,371.31780373732596,0.0,101873.7,0.005895478922108075,284.28,6.835319,0.0,0.0,283.25
2009/06/20 12:00:00,0.0,369.57074815948306,9.25,101857.4,0.00618013824110025,283.87,6.697103,0.0,0.0,283.01
2009/06/20 13:00:00,0.0,370.6778609742215,70.82,101808.7,0.006032221779495044,284.12,6.122477,0.0,0.0,283.71999999999997
2009/06/20 14:00:00,0.0,377.3240379700969,172.5,101812.40000000001,0.00614473708577103,285.28999999999996,5.680276,0.0,0.0,286.34
2009/06/20 15:00:00,0.0,384.0875834448871,260.1,101755.0,0.006214672301747592,286.47999999999996,6.559666,0.0,0.0,288.71
2009/06/20 16:00:00,0.0,395.80364015734045,525.3,101791.3,0.00644294674204528,288.46999999999997,5.976325,0.0,0.0,294.33
2009/06/20 17:00:00,0.0,404.9224756855827,530.4,101720.4,0.00655536090451914,290.01,5.348747,0.0,0.0,296.06
2009/06/20 18:00:00,0.0,415.15282074080454,814.0,101712.3,0.006596700864645481,291.72999999999996,7.135488,0.0,0.0,301.90999999999997
2009/06/20 19:00:00,0.0,412.81683284241984,767.9,101670.8,0.006987246124214276,291.22999999999996,8.3556,0.0,0.0,300.89
2009/06/20 20:00:00,0.0,416.23026144162856,817.0,101614.09999999999,0.007513228662662633,291.66999999999996,9.232284,0.0,0.0,302.03
2009/06/20 21:00:00,0.0,413.5694432920412,644.7,101535.5,0.006946775467604871,291.37,9.13833,0.0,0.0,298.67999999999995
2009/06/20 22:00:00,0.0,411.4533122644291,420.5,101551.3,0.007304085709745949,290.91999999999996,10.08295,0.0,0.0,295.47999999999996
2009/06/20 23:00:00,0.0,405.40040202552393,241.8,101524.2,0.00751756797703756,289.84,11.30048,0.0,0.0,292.26
2009/06/21 00:00:00,0.0,399.22849998128584,175.2,101505.5,0.007438504423361751,288.79999999999995,10.58821,0.0,0.0,290.63
2009/06/21 01:00:00,0.0,389.3937943996251,86.3,101583.4,0.00706266354626829,287.17999999999995,8.639805,0.0,0.0,288.40999999999997
2009/06/21 02:00:00,0.0,387.0653175582425,37.79,101632.5,0.006447095325253846,286.94,4.959052,0.0,0.0,287.0
2009/06/21 03:00:00,0.0,382.5273831983827,0.932,101653.3,0.006260420778205002,286.19,2.165181,0.0,0.0,285.71999999999997
2009/06/21 04:00:00,0.0,381.5273934305452,0.006,101674.2,0.006263945376601961,286.01,0.9591085,0.0,0.0,284.7
2009/06/21 05:00:00,0.0,387.4699690437834,0.0,101689.3,0.005667500939650211,287.26,4.470169,0.0,0.0,286.15999999999997
2009/06/21 06:00:00,0.0,385.3697746169875,0.003,101709.79999999999,0.005897238954375636,286.81,4.405878,0.0,0.0,285.79999999999995
2009/06/21 07:00:00,0.0,373.86696801705324,0.004,101722.7,0.0067426373511130355,284.48999999999995,3.20187,0.0,0.0,284.12
2009/06/21 08:00:00,0.0,370.1268427562116,0.0,101680.3,0.006069024238435261,284.01,0.6201116,0.0,0.0,280.55699999999996
2009/06/21 09:00:00,0.0,369.11977414947916,0.0,101780.9,0.005775493778720887,283.91999999999996,6.43646,0.0,0.0,282.84999999999997
2009/06/21 10:00:00,0.0,359.46665082886386,0.001,101764.70000000001,0.0052819919655171434,282.31,2.155738,0.0,0.0,280.495
2009/06/21 11:00:00,0.0,354.7226076495853,0.0,101738.7,0.00530619750310607,281.40999999999997,1.913482,0.0,0.0,278.602
2009/06/21 12:00:00,0.0,362.70942419722735,17.38,101743.0,0.003887458815027004,283.54999999999995,0.8440949,0.0,0.0,278.16499999999996
2009/06/21 13:00:00,0.0,364.50803205739015,21.46,101796.7,0.004116930572115115,283.76,1.330223,0.0,0.0,278.409
2009/06/21 14:00:00,0.0,382.1369657895253,314.6,101807.6,0.004286445696490675,286.88,1.925655,0.0,0.0,287.45
2009/06/21 15:00:00,0.0,391.33997829680067,546.8,101855.6,0.004512930839931312,288.4,7.268441,0.0,0.0,293.25
2009/06/21 16:00:00,0.0,398.67480806635575,708.5,101846.90000000001,0.004102023313655266,289.88,5.122955,0.0,0.0,300.03
2009/06/21 17:00:00,0.0,403.36369945942823,500.3,101841.7,0.003720211818913277,290.9,5.077939,0.0,0.0,299.60999999999996
2009/06/21 18:00:00,0.0,415.36095853177784,1065.0,101839.4,0.0038330139166614548,292.87,7.086767,0.0,0.0,307.95
2009/06/21 19:00:00,0.0,406.19434316235805,142.2,101889.4,0.0051931208992956664,290.67999999999995,7.185127,0.0,0.0,293.90999999999997
2009/06/21 20:00:00,0.0,398.45078829089897,380.8,101875.5,0.005405047394263349,289.27,2.049415,0.0,0.0,295.90999999999997
2009/06/21 21:00:00,0.0,393.62287635515605,252.8,101916.8,0.006302086931242129,288.13,6.546604,0.0,0.0,291.42999999999995
2009/06/21 22:00:00,0.0,394.3227931565168,848.0,101872.5,0.005607844851308535,288.47999999999996,2.865989,0.0,0.0,298.73999999999995
2009/06/21 23:00:00,0.0,404.01361801425116,144.2,101799.7,0.006296343482785291,289.92999999999995,3.900444,0.0,0.0,290.79999999999995
2009/06/22 00:00:00,0.0,409.4067143885705,361.9,101753.3,0.005510304304215041,291.10999999999996,2.611282,0.0,0.0,292.95
2009/06/22 01:00:00,0.0,401.31372141364426,45.13,101852.5,0.006315082594924186,289.46,3.88081,0.0,0.0,288.23999999999995
2009/06/22 02:00:00,0.0,378.7282206477556,86.8,101892.2,0.005662998602150546,285.7,3.414375,0.0,0.0,284.85999999999996
2009/06/22 03:00:00,0.0,356.4747985882233,0.892,101987.7,0.005771298815845138,281.57,3.921448,0.0,0.0,281.034
2009/06/22 04:00:00,0.0,349.961906268374,0.0,102041.4,0.005355876944224609,280.48199999999997,1.008635,0.0,0.0,278.301
2009/06/22 05:00:00,0.0,348.5942906206966,0.0,102054.8,0.005271410252752492,280.25199999999995,0.7222562,0.0,0.0,276.933
2009/06/22 06:00:00,0.0,335.23697672037423,0.0,102009.79999999999,0.004930000141109433,277.79299999999995,1.68796,0.0,0.0,277.17699999999996
2009/06/22 07:00:00,0.0,337.39882683564736,0.0,101994.5,0.0049579564435920384,278.207,1.990473,0.0,0.0,277.327
2009/06/22 08:00:00,0.0,339.4984381629007,0.0,101994.0,0.0050022388302110475,278.59999999999997,1.638357,0.0,0.0,277.632
2009/06/22 09:00:00,0.0,348.429066075855,0.0,101974.0,0.005292547927758311,280.214,2.07844,0.0,0.0,278.185
2009/06/22 10:00:00,0.0,341.2146705512586,0.0,101997.90000000001,0.00518375029432454,278.863,1.882257,0.0,0.0,277.19399999999996
2009/06/22 11:00:00,0.0,335.8003268835353,0.0,102043.0,0.005012401482427423,277.87,1.052228,0.0,0.0,275.601
2009/06/22 12:00:00,0.0,332.2610442690745,21.49,102059.90000000001,0.004506629162339225,277.38599999999997,1.92819,0.0,0.0,276.59799999999996
2009/06/22 13:00:00,0.0,360.7075197211156,170.0,102114.3,0.005626299554210424,282.40999999999997,2.089415,0.0,0.0,281.48999999999995
2009/06/22 14:00:00,0.0,383.60007323878835,351.1,102158.8,0.005538714516155366,286.60999999999996,1.940391,0.0,0.0,288.34999999999997
2009/06/22 15:00:00,0.0,399.50525295716983,541.4,102177.59999999999,0.005184188411580772,289.53,2.55919,0.0,0.0,295.32
2009/06/22 16:00:00,0.0,406.18680910436564,694.0,102167.3,0.003941442029119659,291.25,3.756269,0.0,0.0,301.04999999999995
2009/06/22 17:00:00,0.0,415.71619904088055,860.0,102185.2,0.003999008559052845,292.83,3.402033,0.0,0.0,306.78999999999996
2009/06/22 18:00:00,0.0,422.59205522737733,904.0,102164.20000000001,0.003531044469472631,294.25,5.720783,0.0,0.0,308.92999999999995
2009/06/22 19:00:00,0.0,426.75838447133043,997.0,102156.1,0.003286339682460519,295.09999999999997,6.011585,0.0,0.0,310.35999999999996
2009/06/22 20:00:00,0.0,434.480663323734,992.0,102164.20000000001,0.0032172328214649976,296.40999999999997,6.239414,0.0,0.0,310.74
2009/06/22 21:00:00,0.0,442.9672071429335,930.0,102100.3,0.004192400111101214,297.19,4.35824,0.0,0.0,311.47999999999996
2009/06/22 22:00:00,0.0,440.31183996696126,861.0,102114.59999999999,0.0045731439816457005,296.58,4.328968,0.0,0.0,308.02
2009/06/22 23:00:00,0.0,440.7271182062731,677.2,102171.0,0.0051764312976392505,296.39,4.508525,0.0,0.0,304.0
2009/06/23 00:00:00,0.0,438.11376773446244,481.3,102147.1,0.005254913679575726,295.94,5.017353,0.0,0.0,300.21
2009/06/23 01:00:00,0.0,431.38299193696787,293.1,102189.4,0.006018362750932295,294.58,5.389471,0.0,0.0,295.91999999999996
2009/06/23 02:00:00,0.0,423.39719944375,85.8,102198.1,0.006643532337097614,293.08,4.528885,0.0,0.0,293.41999999999996
